sub,est_ratio_active,est_ratio_active_sd,est_n_active,est_ratio_passive,est_ratio_passive_sd,est_n_passive,est_ratio_constant,est_ratio_constant_sd,est_n_constant,est_ratio_diff_ap,recog_acc_active,recog_n_active,recog_acc_passive,recog_n_passive,recog_diff_ap,erp_active_P1,erp_active_N1,erp_active_P2,erp_active_P3,erp_active_Late,erp_passive_P1,erp_passive_N1,erp_passive_P2,erp_passive_P3,erp_passive_Late,erp_diff_P1,erp_diff_N1,erp_diff_P2,erp_diff_P3,erp_diff_Late
012,0.43921125515214127,0.0581005079067049,12,0.41441313118426965,0.03665529599631585,12,0.4549354556833214,0.07766916772691905,12,0.02479812396787162,0.8333333333333334,12,0.8333333333333334,12,0.0,1.6151837955428918,9.455282747272861,12.137024814514756,7.885003228119283,4.286406067779212,1.778448181192732,6.6061555012199955,9.855265566043478,5.1883780231599355,2.270106569858955,-0.16326438564984014,2.8491272460528654,2.2817592484712783,2.6966252049593473,2.016299497920257
013,0.49930090507628283,0.10905290675893614,12,0.5290228229979521,0.13131219438326652,12,0.7156410083543184,0.09633281903322471,12,-0.029721917921669283,1.0,12,0.9166666666666666,12,0.08333333333333337,6.459278857425814,8.445869223717883,13.274430184436882,7.8756578740724095,3.9310112855585735,6.324113213361018,7.836103261881119,13.281153433144437,8.606982978146547,5.662283005303275,0.13516564406479592,0.6097659618367643,-0.00672324870755503,-0.7313251040741378,-1.7312717197447012
014,0.5523405439992746,0.12492487378402709,12,0.5797094215539814,0.12865463365176083,12,0.8676291956623592,0.16440412269027177,12,-0.02736887755470685,1.0,12,0.75,12,0.25,-1.0285652529316556,6.530574837490147,5.960090783757595,2.929766396005091,0.47729350776641016,-0.9797448288554719,4.860953187179,5.149157737672214,2.9836120487066533,1.0282696572626102,-0.0488204240761837,1.6696216503111474,0.8109330460853812,-0.053845652701562496,-0.5509761494962
015,0.7551802937166884,0.21930220999187508,12,0.6354626423758599,0.1766439767804392,12,0.7579891002299276,0.1949200505849178,12,0.11971765134082846,1.0,12,1.0,12,0.0,6.713667453625671,6.601185047277989,5.7490094360530515,4.80416809530338,5.537901683624677,6.086764132227715,5.380182052786211,5.1664439349358275,3.075937190070259,2.304217421900517,0.6269033213979567,1.2210029944917773,0.5825655011172239,1.7282309052331213,3.2336842617241595
016,0.6867646658333334,0.19558592639289954,12,0.9768458533333333,0.2142278317458464,12,1.0324060488543012,0.18493153975971244,12,-0.2900811874999999,1.0,12,0.9166666666666666,12,0.08333333333333337,0.1699720798102841,4.369992337087433,2.332098468107629,0.7268239327044408,-0.8354414405186993,-1.6527655290701693,3.7424242854201397,1.1708389140643558,-0.09369668440200998,-1.3612533812945786,1.8227376088804534,0.6275680516672937,1.161259554043273,0.8205206171064507,0.5258119407758793
017,1.014498956228871,0.3994930479530391,12,0.9347812615365414,0.1872422018962504,12,1.0736004164337707,0.22220441941115318,12,0.0797176946923297,1.0,12,1.0,12,0.0,9.923233907029056,31.017700170017868,33.57703109818738,23.07850465525614,15.000913136828558,8.041911140845336,26.981655623830342,30.69099944028336,20.708992432329534,13.444996293030476,1.88132276618372,4.036044546187526,2.8860316579040237,2.3695122229266055,1.555916843798082
018,0.5598087840601296,0.13119115811416465,12,0.4923615648434813,0.1253031379803952,12,0.6495093915247757,0.17695450485980221,12,0.06744721921664826,0.8333333333333334,12,0.9166666666666666,12,-0.08333333333333326,1.7131462406988673,4.969498730298155,10.548469821810723,8.535171365349578,4.006064084318017,1.2180211265995224,3.7875051725962168,9.011811055777702,7.112203727606524,3.2659175196070827,0.4951251140993449,1.1819935577019383,1.536658766033021,1.4229676377430538,0.7401465647109342
019,0.4368876341666667,0.2607139213119155,12,0.6000600266666667,0.3576579090775749,12,0.6542908225,0.28429121805968455,12,-0.16317239249999999,0.75,12,0.8333333333333334,12,-0.08333333333333337,-4.039986620586075,1.2901155963053887,5.864288410890909,1.2853578706467128,-2.0152775429135406,-6.162120963261436,0.959439758440061,6.539232711502213,1.0493065260635477,-0.6181175796502755,2.122134342675361,0.3306758378653277,-0.6749443006113038,0.23605134458316512,-1.397159963263265
020,0.33214267588446517,0.14936316671079067,12,0.331495742103341,0.08862812573868799,12,0.3842404770970791,0.08582477270937708,12,0.0006469337811241815,1.0,12,0.9166666666666666,12,0.08333333333333337,3.0592166577036437,15.631918778714436,13.813009355741073,11.157155012820011,10.366127659382238,0.5225801324456424,11.44723867721453,10.633981062840324,8.929225379521064,7.480994795703716,2.536636525258001,4.1846801014999055,3.1790282929007496,2.227929633298947,2.885132863678522
021,0.36174083713309996,0.06355639087541148,12,0.4218475547030447,0.10216083707661233,12,0.522271241328759,0.09639491259056616,12,-0.060106717569944734,0.9166666666666666,12,0.9166666666666666,12,0.0,3.8937844005496998,4.838763757450629,3.89507697131334,1.9770592401549871,-1.056312958910514,4.291951228605063,4.820758179390261,4.027176554969468,2.5042562528184935,0.5487083104175149,-0.3981668280553632,0.018005578060367178,-0.13209958365612762,-0.5271970126635064,-1.605021269328029
